id,continent,region,whoRegion,admin0,admin0Id,admin0Fip,admin0Iso2,admin0Iso3,admin1,admin1Id,admin2,admin2Id,admin3Id,iusAdm,iusName,iuId,iuCode,year,endemicity,targetPop,popReq,popTrg,popTreat,cov,pc,effPc,pcN,effPcN,epiCov,epiPc,epiEffPc,epiPcN,epiEffPcN,mdaScheme,endemicityId
184124,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Abia,3775,Aba North,36337,0,ADM2,Aba North,36337,NGA0377536337,2020,Low prevalence (less than 10%),Adults,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,10
184125,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Abia,3775,Aba North,36337,0,ADM2,Aba North,36337,NGA0377536337,2021,Low prevalence (less than 10%),Adults,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,10
184126,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Abia,3775,Aba North,36337,0,ADM2,Aba North,36337,NGA0377536337,2022,Moderate prevalence (10%-49%),Adults,16595,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,9
184127,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Abia,3775,Aba North,36337,0,ADM2,Aba North,36337,NGA0377536337,2023,Moderate prevalence (10%-49%),Adults,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,9
184128,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Abia,3775,Aba North,36337,0,ADM2,Aba North,36337,NGA0377536337,2024,Moderate prevalence (10%-49%),Adults,6601,6335,2883,45.51,1,0,1,0,43.68,1,0,1,0,PZQ,9
184136,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Abia,3775,Aba North,36337,0,ADM2,Aba North,36337,NGA0377536337,2020,Low prevalence (less than 10%),PreSAC,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,10
184137,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Abia,3775,Aba North,36337,0,ADM2,Aba North,36337,NGA0377536337,2021,Low prevalence (less than 10%),PreSAC,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,10
184138,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Abia,3775,Aba North,36337,0,ADM2,Aba North,36337,NGA0377536337,2022,Moderate prevalence (10%-49%),PreSAC,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,9
184139,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Abia,3775,Aba North,36337,0,ADM2,Aba North,36337,NGA0377536337,2023,Moderate prevalence (10%-49%),PreSAC,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,9
184140,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Abia,3775,Aba North,36337,0,ADM2,Aba North,36337,NGA0377536337,2024,Moderate prevalence (10%-49%),PreSAC,1855,0,0,0,0,0,0,0,0,0,0,0,0,PZQ,9
184148,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Abia,3775,Aba North,36337,0,ADM2,Aba North,36337,NGA0377536337,2020,Low prevalence (less than 10%),SAC,14007,0,0,0,0,0,2,0,0,0,0,2,2,Not delivered,10
184149,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Abia,3775,Aba North,36337,0,ADM2,Aba North,36337,NGA0377536337,2021,Low prevalence (less than 10%),SAC,14370,0,0,0,0,0,2,0,0,0,0,2,2,Not delivered,10
184150,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Abia,3775,Aba North,36337,0,ADM2,Aba North,36337,NGA0377536337,2022,Moderate prevalence (10%-49%),SAC,22340,0,0,0,0,0,2,0,0,0,0,2,2,Not delivered,9
184151,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Abia,3775,Aba North,36337,0,ADM2,Aba North,36337,NGA0377536337,2023,Moderate prevalence (10%-49%),SAC,0,0,0,0,0,0,2,0,0,0,0,2,2,Not delivered,9
184152,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Abia,3775,Aba North,36337,0,ADM2,Aba North,36337,NGA0377536337,2024,Moderate prevalence (10%-49%),SAC,8887,3411,2981,87.39,1,1,3,1,33.54,1,0,3,2,PZQ,9
184160,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Abia,3775,Aba North,36337,0,ADM2,Aba North,36337,NGA0377536337,2020,Low prevalence (less than 10%),Total,14007,0,0,0,0,0,2,0,0,0,0,2,2,Not delivered,10
184161,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Abia,3775,Aba North,36337,0,ADM2,Aba North,36337,NGA0377536337,2021,Low prevalence (less than 10%),Total,14370,0,0,0,0,0,2,0,0,0,0,2,2,Not delivered,10
184162,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Abia,3775,Aba North,36337,0,ADM2,Aba North,36337,NGA0377536337,2022,Moderate prevalence (10%-49%),Total,38935,0,0,0,0,0,2,0,0,0,0,2,2,Not delivered,9
184163,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Abia,3775,Aba North,36337,0,ADM2,Aba North,36337,NGA0377536337,2023,Moderate prevalence (10%-49%),Total,0,0,0,0,0,0,2,0,0,0,0,2,2,Not delivered,9
184164,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Abia,3775,Aba North,36337,0,ADM2,Aba North,36337,NGA0377536337,2024,Moderate prevalence (10%-49%),Total,15489,9746,5864,60.17,1,0,3,0,37.86,1,0,3,2,PZQ,9
184172,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Abia,3775,Aba South,36338,0,ADM2,Aba South,36338,NGA0377536338,2020,Non-endemic,Adults,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0
184173,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Abia,3775,Aba South,36338,0,ADM2,Aba South,36338,NGA0377536338,2021,Non-endemic,Adults,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0
184174,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Abia,3775,Aba South,36338,0,ADM2,Aba South,36338,NGA0377536338,2022,Low prevalence (less than 10%),Adults,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,10
184175,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Abia,3775,Aba South,36338,0,ADM2,Aba South,36338,NGA0377536338,2023,Low prevalence (less than 10%),Adults,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,10
184176,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Abia,3775,Aba South,36338,0,ADM2,Aba South,36338,NGA0377536338,2024,Low prevalence (less than 10%),Adults,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,10
184184,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Abia,3775,Aba South,36338,0,ADM2,Aba South,36338,NGA0377536338,2020,Non-endemic,PreSAC,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0
184185,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Abia,3775,Aba South,36338,0,ADM2,Aba South,36338,NGA0377536338,2021,Non-endemic,PreSAC,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0
184186,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Abia,3775,Aba South,36338,0,ADM2,Aba South,36338,NGA0377536338,2022,Low prevalence (less than 10%),PreSAC,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,10
184187,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Abia,3775,Aba South,36338,0,ADM2,Aba South,36338,NGA0377536338,2023,Low prevalence (less than 10%),PreSAC,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,10
184188,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Abia,3775,Aba South,36338,0,ADM2,Aba South,36338,NGA0377536338,2024,Low prevalence (less than 10%),PreSAC,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,10
184196,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Abia,3775,Aba South,36338,0,ADM2,Aba South,36338,NGA0377536338,2020,Non-endemic,SAC,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0
184197,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Abia,3775,Aba South,36338,0,ADM2,Aba South,36338,NGA0377536338,2021,Non-endemic,SAC,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0
184198,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Abia,3775,Aba South,36338,0,ADM2,Aba South,36338,NGA0377536338,2022,Low prevalence (less than 10%),SAC,58139,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,10
184199,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Abia,3775,Aba South,36338,0,ADM2,Aba South,36338,NGA0377536338,2023,Low prevalence (less than 10%),SAC,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,10
184200,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Abia,3775,Aba South,36338,0,ADM2,Aba South,36338,NGA0377536338,2024,Low prevalence (less than 10%),SAC,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,10
184208,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Abia,3775,Aba South,36338,0,ADM2,Aba South,36338,NGA0377536338,2020,Non-endemic,Total,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0
184209,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Abia,3775,Aba South,36338,0,ADM2,Aba South,36338,NGA0377536338,2021,Non-endemic,Total,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0
184210,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Abia,3775,Aba South,36338,0,ADM2,Aba South,36338,NGA0377536338,2022,Low prevalence (less than 10%),Total,58139,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,10
184211,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Abia,3775,Aba South,36338,0,ADM2,Aba South,36338,NGA0377536338,2023,Low prevalence (less than 10%),Total,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,10
184212,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Abia,3775,Aba South,36338,0,ADM2,Aba South,36338,NGA0377536338,2024,Low prevalence (less than 10%),Total,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,10
184220,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Abia,3775,Arochukwu,36339,0,ADM2,Arochukwu,36339,NGA0377536339,2020,Non-endemic,Adults,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0
184221,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Abia,3775,Arochukwu,36339,0,ADM2,Arochukwu,36339,NGA0377536339,2021,Non-endemic,Adults,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0
184222,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Abia,3775,Arochukwu,36339,0,ADM2,Arochukwu,36339,NGA0377536339,2022,Non-endemic,Adults,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0
184223,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Abia,3775,Arochukwu,36339,0,ADM2,Arochukwu,36339,NGA0377536339,2023,Non-endemic,Adults,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0
184224,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Abia,3775,Arochukwu,36339,0,ADM2,Arochukwu,36339,NGA0377536339,2024,Non-endemic,Adults,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0
184232,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Abia,3775,Arochukwu,36339,0,ADM2,Arochukwu,36339,NGA0377536339,2020,Non-endemic,PreSAC,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0
184233,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Abia,3775,Arochukwu,36339,0,ADM2,Arochukwu,36339,NGA0377536339,2021,Non-endemic,PreSAC,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0
184234,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Abia,3775,Arochukwu,36339,0,ADM2,Arochukwu,36339,NGA0377536339,2022,Non-endemic,PreSAC,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0
184235,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Abia,3775,Arochukwu,36339,0,ADM2,Arochukwu,36339,NGA0377536339,2023,Non-endemic,PreSAC,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0
184236,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Abia,3775,Arochukwu,36339,0,ADM2,Arochukwu,36339,NGA0377536339,2024,Non-endemic,PreSAC,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0
184244,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Abia,3775,Arochukwu,36339,0,ADM2,Arochukwu,36339,NGA0377536339,2020,Non-endemic,SAC,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0
184245,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Abia,3775,Arochukwu,36339,0,ADM2,Arochukwu,36339,NGA0377536339,2021,Non-endemic,SAC,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0
184246,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Abia,3775,Arochukwu,36339,0,ADM2,Arochukwu,36339,NGA0377536339,2022,Non-endemic,SAC,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0
184247,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Abia,3775,Arochukwu,36339,0,ADM2,Arochukwu,36339,NGA0377536339,2023,Non-endemic,SAC,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0
184248,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Abia,3775,Arochukwu,36339,0,ADM2,Arochukwu,36339,NGA0377536339,2024,Non-endemic,SAC,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0
184256,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Abia,3775,Arochukwu,36339,0,ADM2,Arochukwu,36339,NGA0377536339,2020,Non-endemic,Total,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0
184257,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Abia,3775,Arochukwu,36339,0,ADM2,Arochukwu,36339,NGA0377536339,2021,Non-endemic,Total,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0
184258,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Abia,3775,Arochukwu,36339,0,ADM2,Arochukwu,36339,NGA0377536339,2022,Non-endemic,Total,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0
184259,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Abia,3775,Arochukwu,36339,0,ADM2,Arochukwu,36339,NGA0377536339,2023,Non-endemic,Total,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0
184260,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Abia,3775,Arochukwu,36339,0,ADM2,Arochukwu,36339,NGA0377536339,2024,Non-endemic,Total,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0
184268,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Abia,3775,Bende,36340,0,ADM2,Bende,36340,NGA0377536340,2020,Non-endemic,Adults,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0
184269,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Abia,3775,Bende,36340,0,ADM2,Bende,36340,NGA0377536340,2021,Non-endemic,Adults,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0
184270,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Abia,3775,Bende,36340,0,ADM2,Bende,36340,NGA0377536340,2022,Low prevalence (less than 10%),Adults,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,10
184271,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Abia,3775,Bende,36340,0,ADM2,Bende,36340,NGA0377536340,2023,Low prevalence (less than 10%),Adults,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,10
184272,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Abia,3775,Bende,36340,0,ADM2,Bende,36340,NGA0377536340,2024,Low prevalence (less than 10%),Adults,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,10
184280,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Abia,3775,Bende,36340,0,ADM2,Bende,36340,NGA0377536340,2020,Non-endemic,PreSAC,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0
184281,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Abia,3775,Bende,36340,0,ADM2,Bende,36340,NGA0377536340,2021,Non-endemic,PreSAC,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0
184282,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Abia,3775,Bende,36340,0,ADM2,Bende,36340,NGA0377536340,2022,Low prevalence (less than 10%),PreSAC,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,10
184283,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Abia,3775,Bende,36340,0,ADM2,Bende,36340,NGA0377536340,2023,Low prevalence (less than 10%),PreSAC,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,10
184284,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Abia,3775,Bende,36340,0,ADM2,Bende,36340,NGA0377536340,2024,Low prevalence (less than 10%),PreSAC,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,10
184292,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Abia,3775,Bende,36340,0,ADM2,Bende,36340,NGA0377536340,2020,Non-endemic,SAC,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0
184293,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Abia,3775,Bende,36340,0,ADM2,Bende,36340,NGA0377536340,2021,Non-endemic,SAC,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0
184294,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Abia,3775,Bende,36340,0,ADM2,Bende,36340,NGA0377536340,2022,Low prevalence (less than 10%),SAC,26351,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,10
184295,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Abia,3775,Bende,36340,0,ADM2,Bende,36340,NGA0377536340,2023,Low prevalence (less than 10%),SAC,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,10
184296,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Abia,3775,Bende,36340,0,ADM2,Bende,36340,NGA0377536340,2024,Low prevalence (less than 10%),SAC,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,10
184304,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Abia,3775,Bende,36340,0,ADM2,Bende,36340,NGA0377536340,2020,Non-endemic,Total,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0
184305,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Abia,3775,Bende,36340,0,ADM2,Bende,36340,NGA0377536340,2021,Non-endemic,Total,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0
184306,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Abia,3775,Bende,36340,0,ADM2,Bende,36340,NGA0377536340,2022,Low prevalence (less than 10%),Total,26351,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,10
184307,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Abia,3775,Bende,36340,0,ADM2,Bende,36340,NGA0377536340,2023,Low prevalence (less than 10%),Total,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,10
184308,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Abia,3775,Bende,36340,0,ADM2,Bende,36340,NGA0377536340,2024,Low prevalence (less than 10%),Total,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,10
184316,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Abia,3775,Ikwuano,36341,0,ADM2,Ikwuano,36341,NGA0377536341,2020,Low prevalence (less than 10%),Adults,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,10
184317,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Abia,3775,Ikwuano,36341,0,ADM2,Ikwuano,36341,NGA0377536341,2021,Low prevalence (less than 10%),Adults,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,10
184318,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Abia,3775,Ikwuano,36341,0,ADM2,Ikwuano,36341,NGA0377536341,2022,Low prevalence (less than 10%),Adults,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,10
184319,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Abia,3775,Ikwuano,36341,0,ADM2,Ikwuano,36341,NGA0377536341,2023,Low prevalence (less than 10%),Adults,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,10
184320,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Abia,3775,Ikwuano,36341,0,ADM2,Ikwuano,36341,NGA0377536341,2024,Low prevalence (less than 10%),Adults,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,10
184328,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Abia,3775,Ikwuano,36341,0,ADM2,Ikwuano,36341,NGA0377536341,2020,Low prevalence (less than 10%),PreSAC,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,10
184329,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Abia,3775,Ikwuano,36341,0,ADM2,Ikwuano,36341,NGA0377536341,2021,Low prevalence (less than 10%),PreSAC,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,10
184330,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Abia,3775,Ikwuano,36341,0,ADM2,Ikwuano,36341,NGA0377536341,2022,Low prevalence (less than 10%),PreSAC,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,10
184331,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Abia,3775,Ikwuano,36341,0,ADM2,Ikwuano,36341,NGA0377536341,2023,Low prevalence (less than 10%),PreSAC,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,10
184332,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Abia,3775,Ikwuano,36341,0,ADM2,Ikwuano,36341,NGA0377536341,2024,Low prevalence (less than 10%),PreSAC,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,10
184340,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Abia,3775,Ikwuano,36341,0,ADM2,Ikwuano,36341,NGA0377536341,2020,Low prevalence (less than 10%),SAC,17982,0,0,0,0,0,3,1,0,0,0,3,3,Not delivered,10
184341,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Abia,3775,Ikwuano,36341,0,ADM2,Ikwuano,36341,NGA0377536341,2021,Low prevalence (less than 10%),SAC,18448,0,0,0,0,0,3,1,0,0,0,3,3,Not delivered,10
184342,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Abia,3775,Ikwuano,36341,0,ADM2,Ikwuano,36341,NGA0377536341,2022,Low prevalence (less than 10%),SAC,18928,0,0,0,0,0,3,1,0,0,0,3,3,Not delivered,10
184343,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Abia,3775,Ikwuano,36341,0,ADM2,Ikwuano,36341,NGA0377536341,2023,Low prevalence (less than 10%),SAC,0,0,0,0,0,0,3,1,0,0,0,3,3,Not delivered,10
184344,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Abia,3775,Ikwuano,36341,0,ADM2,Ikwuano,36341,NGA0377536341,2024,Low prevalence (less than 10%),SAC,0,0,0,0,0,0,3,1,0,0,0,3,3,Not delivered,10
184352,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Abia,3775,Ikwuano,36341,0,ADM2,Ikwuano,36341,NGA0377536341,2020,Low prevalence (less than 10%),Total,17982,0,0,0,0,0,3,1,0,0,0,3,3,Not delivered,10
184353,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Abia,3775,Ikwuano,36341,0,ADM2,Ikwuano,36341,NGA0377536341,2021,Low prevalence (less than 10%),Total,18448,0,0,0,0,0,3,1,0,0,0,3,3,Not delivered,10
184354,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Abia,3775,Ikwuano,36341,0,ADM2,Ikwuano,36341,NGA0377536341,2022,Low prevalence (less than 10%),Total,18928,0,0,0,0,0,3,1,0,0,0,3,3,Not delivered,10
184355,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Abia,3775,Ikwuano,36341,0,ADM2,Ikwuano,36341,NGA0377536341,2023,Low prevalence (less than 10%),Total,0,0,0,0,0,0,3,1,0,0,0,3,3,Not delivered,10
184356,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Abia,3775,Ikwuano,36341,0,ADM2,Ikwuano,36341,NGA0377536341,2024,Low prevalence (less than 10%),Total,0,0,0,0,0,0,3,1,0,0,0,3,3,Not delivered,10
184364,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Abia,3775,Isiala-Ngwa North,36342,0,ADM2,Isiala-Ngwa North,36342,NGA0377536342,2020,Non-endemic,Adults,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0
184365,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Abia,3775,Isiala-Ngwa North,36342,0,ADM2,Isiala-Ngwa North,36342,NGA0377536342,2021,Non-endemic,Adults,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0
184366,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Abia,3775,Isiala-Ngwa North,36342,0,ADM2,Isiala-Ngwa North,36342,NGA0377536342,2022,Non-endemic,Adults,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0
184367,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Abia,3775,Isiala-Ngwa North,36342,0,ADM2,Isiala-Ngwa North,36342,NGA0377536342,2023,Non-endemic,Adults,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0
184368,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Abia,3775,Isiala-Ngwa North,36342,0,ADM2,Isiala-Ngwa North,36342,NGA0377536342,2024,Non-endemic,Adults,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0
184376,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Abia,3775,Isiala-Ngwa North,36342,0,ADM2,Isiala-Ngwa North,36342,NGA0377536342,2020,Non-endemic,PreSAC,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0
184377,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Abia,3775,Isiala-Ngwa North,36342,0,ADM2,Isiala-Ngwa North,36342,NGA0377536342,2021,Non-endemic,PreSAC,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0
